0.002,0.00215488,-1.94188,0.00802773,2.9732,0.00211835,-1.94169,0.00798212,2.97405
0.004,0.00215488,-1.94191,0.00798212,2.9732,0.00211835,-1.94169,0.00807334,2.97405
0.006,0.0021914,-1.94194,0.00802773,2.97328,0.00211835,-1.94169,0.00807334,2.97405
0.008,0.0021914,-1.94191,0.00807334,2.97328,0.00208183,-1.94172,0.00802773,2.97405
0.01,0.00215488,-1.94194,0.00802773,2.97337,0.00211835,-1.94169,0.00798212,2.97405
0.012,0.00215488,-1.94191,0.00807334,2.97337,0.00211835,-1.94169,0.00798212,2.97405
0.014,0.00215488,-1.94191,0.00807334,2.97337,0.00211835,-1.94167,0.00802773,2.97405
0.016,0.00215488,-1.94191,0.00807334,2.97337,0.00211835,-1.94169,0.00798212,2.97405
0.018,0.00215488,-1.94188,0.00802773,2.97328,0.00208183,-1.94175,0.00798212,2.97405
0.02,0.00215488,-1.94188,0.00802773,2.97328,0.00208183,-1.94169,0.00798212,2.97405
0.022,0.00215488,-1.94183,0.00802773,2.97337,0.00211835,-1.94169,0.00798212,2.97405
0.024,0.0021914,-1.94183,0.00802773,2.97337,0.00208183,-1.94169,0.00807334,2.97405
0.026,0.0021914,-1.9418,0.00798212,2.97345,0.00215488,-1.94167,0.00802773,2.97405
0.028,0.00215488,-1.94175,0.00807334,2.97345,0.00208183,-1.94169,0.00798212,2.97405
0.03,0.00215488,-1.94172,0.00802773,2.97345,0.00211835,-1.94164,0.00798212,2.97405
0.032,0.0021914,-1.94169,0.00807334,2.97345,0.00211835,-1.94167,0.00793651,2.97405
0.034,0.0021914,-1.94164,0.00807334,2.97345,0.00211835,-1.94164,0.00798212,2.97405
0.036,0.0021914,-1.94161,0.00802773,2.97345,0.00211835,-1.94164,0.00798212,2.97405
0.038,0.00215488,-1.94156,0.00802773,2.97354,0.00208183,-1.94164,0.00798212,2.97405
0.04,0.00215488,-1.94153,0.00798212,2.97354,0.00215488,-1.94161,0.00802773,2.97405
0.042,0.00215488,-1.9415,0.00802773,2.97354,0.00211835,-1.94161,0.00793651,2.97405
0.044,0.00215488,-1.94148,0.00798212,2.97354,0.00208183,-1.94159,0.00798212,2.97405
0.046,0.00215488,-1.94142,0.00798212,2.97354,0.00211835,-1.94159,0.00798212,2.97405
0.048,0.0021914,-1.9414,0.00802773,2.97354,0.00211835,-1.94159,0.00798212,2.97405
0.05,0.0021914,-1.94137,0.00798212,2.97354,0.00215488,-1.94159,0.00798212,2.97405
0.052,0.00215488,-1.94134,0.00802773,2.97354,0.00211835,-1.94156,0.00793651,2.97405
0.054,0.00215488,-1.94131,0.00798212,2.97354,0.00211835,-1.94159,0.00798212,2.97413
0.056,0.00215488,-1.94129,0.00802773,2.97354,0.00211835,-1.94156,0.00793651,2.97413
0.058,0.00215488,-1.94126,0.00798212,2.97354,0.00211835,-1.94156,0.00793651,2.97405
0.06,0.0021914,-1.94126,0.00798212,2.97354,0.00215488,-1.94156,0.00793651,2.97405
0.062,0.00215488,-1.94126,0.00798212,2.97354,0.00211835,-1.94156,0.00784528,2.97405
0.064,0.0021914,-1.94123,0.00793651,2.97362,0.00208183,-1.94153,0.00789089,2.97413
0.066,0.00215488,-1.94126,0.00798212,2.97354,0.00215488,-1.94153,0.00798212,2.97405
0.068,0.0021914,-1.94123,0.00793651,2.97345,0.00208183,-1.9415,0.00793651,2.97413
0.07,0.0021914,-1.94126,0.00798212,2.97345,0.00211835,-1.94153,0.00789089,2.97405
0.072,0.00215488,-1.94126,0.00798212,2.97345,0.00211835,-1.94153,0.00789089,2.97413
0.074,0.00215488,-1.94126,0.00798212,2.97345,0.00211835,-1.9415,0.00793651,2.97405
0.076,0.00215488,-1.94129,0.00793651,2.97345,0.00211835,-1.9415,0.00793651,2.97405
0.078,0.00215488,-1.94129,0.00793651,2.97345,0.00211835,-1.94156,0.00793651,2.97405
0.08,0.0021914,-1.94131,0.00798212,2.97345,0.00215488,-1.94156,0.00793651,2.97405
0.082,0.00215488,-1.94134,0.00793651,2.97337,0.00211835,-1.94156,0.00793651,2.97405
