0.002,0.192051,1.05306,-0.00361198,0.429652,0.133345,0.939184,-0.0068601,0.405595,2.43512e-19,-0.2085,-0.000333699,0.0997314,0.00833985,-0.313846,-0.0180698,0.258587,0.125005,1.25303,0.0112097,0.147009,-0.127533,-1.13101,0.134166,-0.280877,0,0.0301592,0,0.00565485
0.004,-0.517216,0.872782,-0.130585,0.463259,0.00943418,0.560585,-0.0788686,0.45799,1.96758e-19,-0.209263,-0.000329886,0.0996345,0.00786841,-0.191022,-0.012885,0.259218,0.00156577,0.751607,-0.0659836,0.198772,0.925767,-1.63477,0.2376,-0.268796,0,0.060318,0,0.0113096
0.006,-0.221209,0.809122,-0.0190795,0.354416,-0.732704,0.865849,-0.224087,0.349436,1.40689e-19,-0.210179,-0.000326071,0.0993855,0.0104025,0.27029,-0.00881387,0.262194,-0.743107,0.59556,-0.215273,0.0872423,-0.0972233,-1.34036,-0.172415,-0.244826,0,0.0904759,0,0.0169642
0.008,0.070298,-0.048091,0.0601254,0.441905,0.176895,0.364546,0.243195,0.405484,7.03609e-20,-0.211327,-0.000320223,0.0992401,0.00677666,0.912527,-0.0122033,0.26503,0.170118,-0.54798,0.255399,0.140454,0.11597,-0.27382,0.193725,-0.27243,0,0.120633,0,0.0226186
0.01,-0.171883,-0.351855,-0.181323,0.39352,0.103168,-0.169487,-0.183896,0.41919,-8.43756e-19,-0.212091,-0.000316411,0.0991432,0.00357876,1.0306,-0.00880014,0.267927,0.0995897,-1.20009,-0.175096,0.151264,0.666074,0.392491,0.18858,-0.164545,0,0.150788,0,0.0282727
0.012,0.566436,-0.885223,0.154154,0.348088,0.0764753,-0.584629,-0.012557,0.313916,8.58081e-19,-0.212628,-0.000314378,0.0989426,-0.0020173,1.0341,-0.0124259,0.271481,0.0784926,-1.61873,-0.000131191,0.0424342,-0.313848,1.35556,-0.144842,-0.165037,0,0.18094,0,0.0339263
0.014,-0.0949138,-0.69495,-0.261864,0.407755,-0.0142853,-0.929875,-0.0146134,0.348451,-8.43756e-19,-0.212091,-0.000316411,0.0991432,0.00450425,0.821374,-0.00259516,0.27183,-0.0187895,-1.75125,-0.0120182,0.076621,-0.152591,1.30789,0.349661,-0.204485,0,0.211091,0,0.0395795
0.016,-0.0310758,-0.47046,-0.111268,0.441421,-0.127785,-0.715459,-0.280111,0.41951,9.23463e-19,-0.21156,-0.000318191,0.0993438,0.00730021,0.51054,-0.00737545,0.271009,-0.135085,-1.226,-0.272736,0.148501,-0.346009,1.30037,0.0119729,-0.157843,0,0.241238,0,0.0452321
0.018,-0.419946,-0.14577,-0.12127,0.499612,-0.0639472,-0.575183,-0.0360122,0.413331,9.70217e-19,-0.210797,-0.000322002,0.0994407,0.00993006,0.0425131,-0.00464749,0.270403,-0.0738773,-0.617696,-0.0313647,0.142927,0.365988,0.984302,0.182488,-0.228638,0,0.271382,0,0.050884
0.02,-0.085811,0.27029,-0.0594369,0.528817,-0.0218415,-0.471073,-0.0277673,0.414689,9.93399e-19,-0.210418,-0.000323778,0.0994891,0.00641914,-0.0421755,-0.00895977,0.269667,-0.0282607,-0.428898,-0.0188075,0.145022,0.493926,0.104619,0.245827,-0.343823,0,0.301521,0,0.0565353
0.022,-0.406906,0.759714,-0.114605,0.552936,-0.483916,-0.00408136,-0.228202,0.523416,9.93399e-19,-0.210418,-0.000323778,0.0994891,0.0061576,0.0507263,-0.0060643,0.269285,-0.490073,-0.0548077,-0.222138,0.25413,0.339907,-0.759657,0.0186329,-0.278493,0,0.331657,0,0.0621857
0.024,-0.0481934,0.95555,0.117759,0.476553,-0.22429,0.455055,0.0541591,0.405378,1.16724e-19,-0.21057,-0.000323776,0.099337,0.00602209,0.135773,-0.00381844,0.270413,-0.230312,0.319282,0.0579775,0.134966,-0.0122862,-1.03707,-0.108566,-0.285171,0,0.361788,0,0.0678353
0.026,-0.454794,0.497731,-0.229791,0.516266,-0.263682,0.402954,-0.0510032,0.44271,7.03609e-20,-0.211327,-0.000320223,0.0992401,0.00926261,0.691685,0.0107739,0.271458,-0.272944,-0.288731,-0.0617771,0.171252,0.369938,-0.442796,0.249009,-0.285314,0,0.391914,0,0.0734838
0.028,0.224235,0.187029,-0.0879099,0.381248,0.158798,-0.139449,-0.248032,0.340268,8.81654e-19,-0.212243,-0.000316409,0.0989911,0.00357904,0.953996,0.00880549,0.274036,0.155219,-1.09345,-0.256838,0.0662328,0.239064,-0.251685,-0.0712361,-0.209011,0,0.422034,0,0.0791314
0.03,-0.240371,-0.279672,-0.132208,0.452174,-0.140999,-0.317219,0.0808578,0.370198,8.34899e-19,-0.213007,-0.000312597,0.0988942,0.0038693,1.05644,0.00735435,0.275811,-0.144868,-1.37365,0.0735035,0.0943867,0.437808,0.577518,0.354895,-0.203408,0,0.452148,0,0.0847778
0.032,0.338054,-0.680919,-0.141884,0.370245,-0.0248838,-0.705055,-0.207466,0.316216,8.11326e-19,-0.213392,-0.000310567,0.0988457,0.0010131,1.05649,-7.77156e-05,0.277112,-0.0258969,-1.76154,-0.207389,0.0391038,-0.288068,1.49376,0.22373,-0.130621,0,0.482256,0,0.090423
0.034,-0.501224,-0.775674,-0.109847,0.43285,-0.275538,-1.21748,-0.141884,0.313912,8.11326e-19,-0.213392,-0.000310567,0.0988457,0.00703079,0.979204,0.00085967,0.277782,-0.282569,-2.19668,-0.142744,0.0361298,0.163304,1.63487,0.159655,-0.176363,0,0.512357,0,0.0960669
0.036,-0.0165407,-0.412701,-0.187502,0.453098,-0.135991,-1.01577,-0.203356,0.336881,8.58081e-19,-0.212628,-0.000314378,0.0989426,0.0068263,0.475063,0.00158687,0.277241,-0.142817,-1.49083,-0.204943,0.0596404,-0.0755971,1.51364,0.127946,-0.205378,0,0.542451,0,0.10171
0.038,-0.455771,0.0808635,-0.174392,0.51594,-0.232029,-0.7095,-0.205753,0.453952,7.03609e-20,-0.211327,-0.000320223,0.0992401,0.00961631,-0.101472,0.00840683,0.274347,-0.241645,-0.608028,-0.21416,0.179605,0.371887,1.07798,0.0652238,-0.114652,0,0.572537,0,0.107351
0.04,0.171564,0.49031,0.127378,0.454987,0.157821,-0.409466,0.181377,0.289377,1.16724e-19,-0.21057,-0.000323776,0.099337,0.00596917,-0.199806,-0.00511259,0.272051,0.151852,-0.20966,0.18649,0.0173267,0.3444,0.483662,0.173223,-0.219891,0,0.602614,0,0.11299
0.042,-0.447903,0.858816,-0.386914,0.557969,-0.409158,-0.356649,-0.285412,0.427219,9.84477e-19,-0.210564,-0.000324035,0.099337,0.00600651,-0.127761,0.00934745,0.270478,-0.415164,-0.228888,-0.29476,0.156741,0.421891,-0.6819,0.376227,-0.244135,0,0.632684,0,0.118628
0.044,-0.21743,0.886245,0.0331939,0.490681,-0.480775,0.2259,-0.236393,0.405357,9.70217e-19,-0.210797,-0.000322002,0.0994407,0.00851754,0.134955,0.00185712,0.26857,-0.489292,0.0909445,-0.23825,0.136787,-0.104798,-0.677102,-0.162948,-0.166254,0,0.662744,0,0.124264
